linha_planilha;secretaria;unidade;programa;acao;natureza;desc_sub;valor;vinculo_atual;motivo;vinculo_proposto
1105;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.50.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"6083040,00";;vínculo em branco;01.110.0000
1106;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.50.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"30604000,00";;vínculo em branco;01.110.0000
1107;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;001-GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.026-Residências e Internações Compulsórias;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"1700000,00";;vínculo em branco;01.110.0000
1108;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.71.70.00-RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO;TERMO DE COLABORAÇÃO;"81049,00";;vínculo em branco;01.110.0000
1109;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;4.4.71.70.00-RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO;TERMO DE COLABORAÇÃO;"9351,00";;vínculo em branco;01.110.0000
1110;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;001-GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.026-Residências e Internações Compulsórias;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"680000,00";;vínculo em branco;01.110.0000
1111;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"565000,00";;vínculo em branco;01.110.0000
1112;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"477000,00";;vínculo em branco;01.110.0000
1113;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;001-GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.027-Intermediação Profissional ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"SERVIÇO DE APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL";"3356640,00";;vínculo em branco;01.110.0000
1114;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;001-GABINETE DA SECRETARIA DE ASSISTÊNCIA SOCIAL;0001-Administração e Coordenação Geral​;1.002-Reforma e Ampliação de Unidades;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"1,00";;vínculo em branco;01.110.0000
1115;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;4.4.50.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;;"1,00";;vínculo em branco;01.110.0000
1116;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;4.4.50.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;;"920852,00";;vínculo em branco;01.110.0000
1117;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;0018-Proteção Social e Garantia de Direitos​;1.003-Implantação de Novas Unidades;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"1,00";;vínculo em branco;01.110.0000
1118;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"30000,00";;vínculo em branco;01.110.0000
1119;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO;"50000,00";;vínculo em branco;01.110.0000
1120;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE EXPEDIENTE;"30000,00";;vínculo em branco;01.110.0000
1121;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"1100000,00";;vínculo em branco;01.110.0000
1122;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"300000,00";;vínculo em branco;01.110.0000
1123;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS;"50000,00";;vínculo em branco;01.110.0000
1124;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"560000,00";;vínculo em branco;01.110.0000
1125;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO;"710000,00";;vínculo em branco;01.110.0000
1126;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE EXPEDIENTE;"53000,00";;vínculo em branco;01.110.0000
1127;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.30.00-MATERIAL DE CONSUMO;"MATERIAL DE CAMA, MESA E BANHO";"50000,00";;vínculo em branco;01.110.0000
1128;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.30.00-MATERIAL DE CONSUMO;FERRAMENTAS;"330000,00";;vínculo em branco;01.110.0000
1129;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;"250000,00";;vínculo em branco;01.110.0000
1130;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"400000,00";;vínculo em branco;01.110.0000
1131;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"300000,00";;vínculo em branco;01.110.0000
1132;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.93.00-INDENIZAÇÕES E RESTITUIÇÕES;OUTROS MATERIAIS DE CONSUMO;"20000,00";;vínculo em branco;01.110.0000
1133;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;MOBILIÁRIO EM GERAL;"149000,00";;vínculo em branco;01.110.0000
1134;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;MOBILIÁRIO EM GERAL;"300000,00";;vínculo em branco;01.110.0000
1135;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.30.00-MATERIAL DE CONSUMO;;"20000,00";;vínculo em branco;01.110.0000
1136;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"3100000,00";;vínculo em branco;01.110.0000
1137;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO;"450000,00";;vínculo em branco;01.110.0000
1138;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE EXPEDIENTE;"53000,00";;vínculo em branco;01.110.0000
1139;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.30.00-MATERIAL DE CONSUMO;"MATERIAL DE CAMA, MESA E BANHO";"170000,00";;vínculo em branco;01.110.0000
1140;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.30.00-MATERIAL DE CONSUMO;FERRAMENTAS;"330000,00";;vínculo em branco;01.110.0000
1141;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;"250000,00";;vínculo em branco;01.110.0000
1142;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"110000,00";;vínculo em branco;01.110.0000
1143;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"120000,00";;vínculo em branco;01.110.0000
1144;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIRO PESSOA JURÍDICA - PAGAMENTO ANTECIPADO;"20000,00";;vínculo em branco;01.110.0000
1145;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIRO PESSOA JURÍDICA - PAGAMENTO ANTECIPADO;"20000,00";;vínculo em branco;01.110.0000
1146;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIRO PESSOA JURÍDICA - PAGAMENTO ANTECIPADO;"20000,00";;vínculo em branco;01.110.0000
1147;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.36.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;OUTROS SERVIÇOS DE TERCEIRO PESSOA JURÍDICA - PAGAMENTO ANTECIPADO;"0,00";;vínculo em branco;01.110.0000
1148;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.93.00-INDENIZAÇÕES E RESTITUIÇÕES;OUTROS MATERIAIS DE CONSUMO;"20000,00";;vínculo em branco;01.110.0000
1149;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.024-Distribuição de Alimentos e Benefícios para as Famílias em Situação de Vulnerabilidade;3.3.90.30.00-MATERIAL DE CONSUMO;;"0,00";;vínculo em branco;01.110.0000
1150;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.024-Distribuição de Alimentos e Benefícios para as Famílias em Situação de Vulnerabilidade;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"0,00";;vínculo em branco;01.110.0000
1151;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0018-Proteção Social e Garantia de Direitos​;2.024-Distribuição de Alimentos e Benefícios para as Famílias em Situação de Vulnerabilidade;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;EQUIPAMENTOS DE PROCESSAMENTO DE DADOS;"0,00";;vínculo em branco;01.110.0000
1152;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;0018-Proteção Social e Garantia de Direitos​;"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"30000,00";;vínculo em branco;01.110.0000
1153;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;0018-Proteção Social e Garantia de Direitos​;"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"20000,00";;vínculo em branco;01.110.0000
1154;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"10000,00";;vínculo em branco;01.110.0000
1155;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"20000,00";;vínculo em branco;01.110.0000
1156;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO;"15000,00";;vínculo em branco;01.110.0000
1157;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE EXPEDIENTE;"30000,00";;vínculo em branco;01.110.0000
1158;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;"44328,00";;vínculo em branco;01.110.0000
1159;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"40000,00";;vínculo em branco;01.110.0000
1160;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIRO PESSOA JURÍDICA - PAGAMENTO ANTECIPADO;"8000,00";;vínculo em branco;01.110.0000
1161;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;0018-Proteção Social e Garantia de Direitos​;2.015-Manutenção de Equipamentos Públicos - Proteção Básica ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;MOBILIÁRIO EM GERAL;"50000,00";;vínculo em branco;01.110.0000
1162;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;008-DEPARTAMENTO DE PROTEÇÃO SOCIAL ESPECIAL;0018-Proteção Social e Garantia de Direitos​;1.002-Reforma e Ampliação de Unidades;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"1,00";;vínculo em branco;01.110.0000
1163;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;008-DEPARTAMENTO DE PROTEÇÃO SOCIAL ESPECIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"30000,00";;vínculo em branco;01.110.0000
1164;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;008-DEPARTAMENTO DE PROTEÇÃO SOCIAL ESPECIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"20000,00";;vínculo em branco;01.110.0000
1165;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;008-DEPARTAMENTO DE PROTEÇÃO SOCIAL ESPECIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.30.00-MATERIAL DE CONSUMO;GÁS ENGARRAFADO;"10000,00";;vínculo em branco;01.110.0000
1166;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;008-DEPARTAMENTO DE PROTEÇÃO SOCIAL ESPECIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"20000,00";;vínculo em branco;01.110.0000
1167;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;008-DEPARTAMENTO DE PROTEÇÃO SOCIAL ESPECIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO;"15000,00";;vínculo em branco;01.110.0000
1168;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;008-DEPARTAMENTO DE PROTEÇÃO SOCIAL ESPECIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE EXPEDIENTE;"30000,00";;vínculo em branco;01.110.0000
1169;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;008-DEPARTAMENTO DE PROTEÇÃO SOCIAL ESPECIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;"44328,00";;vínculo em branco;01.110.0000
1170;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;008-DEPARTAMENTO DE PROTEÇÃO SOCIAL ESPECIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"40000,00";;vínculo em branco;01.110.0000
1171;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;008-DEPARTAMENTO DE PROTEÇÃO SOCIAL ESPECIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIRO PESSOA JURÍDICA - PAGAMENTO ANTECIPADO;"8000,00";;vínculo em branco;01.110.0000
1172;14 - SECRETARIA DE ASSISTÊNCIA SOCIAL;008-DEPARTAMENTO DE PROTEÇÃO SOCIAL ESPECIAL;0018-Proteção Social e Garantia de Direitos​;2.016-Manutenção de Equipamentos Públicos - Proteção Especial ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;MOBILIÁRIO EM GERAL;"50000,00";;vínculo em branco;01.110.0000
