linha_planilha;secretaria;unidade;programa;acao;natureza;desc_sub;valor;vinculo_atual;motivo;vinculo_proposto
346;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;1.002-Reforma e Ampliação de Unidades;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"500000,00";;vínculo em branco;01.200.0000
347;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;1.002-Reforma e Ampliação de Unidades;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"19500000,00";;vínculo em branco;01.200.0000
348;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;1.002-Reforma e Ampliação de Unidades;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"10000000,00";;vínculo em branco;01.200.0000
349;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;1.003-Implantação de Novas Unidades;4.4.90.51.00-OBRAS E INSTALAÇÕES;;"0,00";;vínculo em branco;01.200.0000
350;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.3.90.92.00-DESPESAS DE EXERCÍCIOS ANTERIORES;RESSARCIMENTO DE DESPESAS COM PESSOAL REQUISITADO;"84000,00";;vínculo em branco;01.200.0000
351;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.3.90.96.00-RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO;RESSARCIMENTO DE DESPESAS COM PESSOAL REQUISITADO;"320000,00";;vínculo em branco;01.200.0000
352;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.36.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;OUTROS SERVIÇOS DE PESSOA FÍSICA;"1,00";;vínculo em branco;01.200.0000
353;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"1,00";;vínculo em branco;01.200.0000
354;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE EXPEDIENTE;"420000,00";;vínculo em branco;01.200.0000
355;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"1000000,00";;vínculo em branco;01.200.0000
356;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;FESTIVIDADES E HOMENAGENS;"1655000,00";;vínculo em branco;01.200.0000
357;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.005-Promoção de Eventos, Comunicação e Participação Social ";"3.3.90.31.00-PREMIAÇÕES CULTURAIS, ARTÍSTICAS, CIENTÍFICAS, DESPORTIVAS E OUTRAS";"PREMIAÇÕES CULTURAIS, ARTÍSTICAS, CIENTÍFICAS, DESPORTIVAS E OUTRAS";"294000,00";;vínculo em branco;01.200.0000
358;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;SERVIÇOS GRÁFICOS E EDITORIAIS;"4560901,00";;vínculo em branco;01.200.0000
359;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;"2848522,00";;vínculo em branco;01.200.0000
360;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"153840,00";;vínculo em branco;01.200.0000
361;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;SERVIÇOS GRÁFICOS E EDITORIAIS;"4026072,00";;vínculo em branco;01.200.0000
362;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;"1122045,00";;vínculo em branco;01.200.0000
363;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.005-Promoção de Eventos, Comunicação e Participação Social ";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"103575,00";;vínculo em branco;01.200.0000
364;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.006-Representações Oficiais ;3.3.90.33.00-PASSAGENS E DESPESAS COM LOCOMOÇÃO;;"1,00";;vínculo em branco;01.200.0000
365;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.006-Representações Oficiais ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;FESTIVIDADES E HOMENAGENS;"1,00";;vínculo em branco;01.200.0000
366;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.007-Ampliação e Manutenção de Sistemas de Inteligência, Fiscalização e Tecnologia";3.3.90.40.00-SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;"17720015,00";;vínculo em branco;01.200.0000
367;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.007-Ampliação e Manutenção de Sistemas de Inteligência, Fiscalização e Tecnologia";3.3.90.40.00-SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;"10179986,00";;vínculo em branco;01.200.0000
368;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.008-Estágio e Aprendizagem;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"638280,00";;vínculo em branco;01.200.0000
369;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.008-Estágio e Aprendizagem;3.3.90.48.00 - OUTROS AUXILIOS FINANCEIROS A PESSOAS FISICAS;;"9500565,00";;vínculo em branco;01.200.0000
370;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;OUTROS MATERIAIS DE CONSUMO;"50000,00";;vínculo em branco;01.200.0000
371;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO;"500000,00";;vínculo em branco;01.200.0000
372;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE EXPEDIENTE;"200000,00";;vínculo em branco;01.200.0000
373;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL PARA MANUTENÇÃO DE BENS MÓVEIS;"150000,00";;vínculo em branco;01.200.0000
374;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE COPA E COZINHA;"100000,00";;vínculo em branco;01.200.0000
375;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;SERVIÇOS DE ENERGIA ELÉTRICA;"336000,00";;vínculo em branco;01.200.0000
376;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;SERVIÇOS DE TELECOMUNICAÇÕES;"252000,00";;vínculo em branco;01.200.0000
377;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;"103000,00";;vínculo em branco;01.200.0000
378;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"SERVIÇO DE APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL";"100000,00";;vínculo em branco;01.200.0000
379;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;ASSINATURAS DE PERIÓDICOS E ANUIDADES;"15000,00";;vínculo em branco;01.200.0000
380;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.93.00-INDENIZAÇÕES E RESTITUIÇÕES;INDENIZAÇÕES;"5000,00";;vínculo em branco;01.200.0000
381;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;MOBILIÁRIO EM GERAL;"100000,00";;vínculo em branco;01.200.0000
382;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;"MÁQUINAS, UTENSÍLIOS E EQUIPAMENTOS DIVERSOS";"100000,00";;vínculo em branco;01.200.0000
383;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO;"6000000,00";;vínculo em branco;01.200.0000
384;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE EXPEDIENTE;"1000000,00";;vínculo em branco;01.200.0000
385;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL PARA MANUTENÇÃO DE BENS MÓVEIS;"2000000,00";;vínculo em branco;01.200.0000
386;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE PROTEÇÃO E SEGURANÇA;"400000,00";;vínculo em branco;01.200.0000
387;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;OUTROS MATERIAIS DE CONSUMO;"3700000,00";;vínculo em branco;01.200.0000
388;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL EDUCATIVO E ESPORTIVO;"300000,00";;vínculo em branco;01.200.0000
389;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;OUTROS MATERIAIS DE CONSUMO;"200000,00";;vínculo em branco;01.200.0000
390;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;SERVIÇOS DE ENERGIA ELÉTRICA;"3125000,00";;vínculo em branco;01.200.0000
391;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;SERVIÇOS DE TELECOMUNICAÇÕES;"350000,00";;vínculo em branco;01.200.0000
392;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;"1,00";;vínculo em branco;01.200.0000
393;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"1573582,00";;vínculo em branco;01.200.0000
394;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"2331241,98";;vínculo em branco;01.200.0000
395;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;MOBILIÁRIO EM GERAL;"100000,00";;vínculo em branco;01.200.0000
396;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;MOBILIÁRIO EM GERAL;"560000,00";;vínculo em branco;01.200.0000
397;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;MATERIAL EDUCATIVO E ESPORTIVO;"1,00";;vínculo em branco;01.200.0000
398;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO;"6000000,00";;vínculo em branco;01.200.0000
399;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE EXPEDIENTE;"1200000,00";;vínculo em branco;01.200.0000
400;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL PARA MANUTENÇÃO DE BENS MÓVEIS;"5000000,00";;vínculo em branco;01.200.0000
401;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;MATERIAL DE PROTEÇÃO E SEGURANÇA;"400000,00";;vínculo em branco;01.200.0000
402;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;"MATERIAL DE CAMA, MESA E BANHO";"300000,00";;vínculo em branco;01.200.0000
403;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;OUTROS MATERIAIS DE CONSUMO;"3600000,00";;vínculo em branco;01.200.0000
404;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;OUTROS MATERIAIS DE CONSUMO;"700000,00";;vínculo em branco;01.200.0000
405;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;OUTROS MATERIAIS DE CONSUMO;"400000,00";;vínculo em branco;01.200.0000
406;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;SERVIÇOS DE ENERGIA ELÉTRICA;"1860000,00";;vínculo em branco;01.200.0000
407;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;SERVIÇOS DE TELECOMUNICAÇÕES;"288000,00";;vínculo em branco;01.200.0000
408;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"500000,00";;vínculo em branco;01.200.0000
409;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"1573582,00";;vínculo em branco;01.200.0000
410;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS;"1554161,32";;vínculo em branco;01.200.0000
411;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;MOBILIÁRIO EM GERAL;"500000,00";;vínculo em branco;01.200.0000
412;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;MOBILIÁRIO EM GERAL;"2240000,00";;vínculo em branco;01.200.0000
413;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"750000,00";;vínculo em branco;01.200.0000
414;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;GÁS ENGARRAFADO;"1200000,00";;vínculo em branco;01.200.0000
415;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;APARELHOS E UTENSÍLIOS DOMÉSTICOS;"500000,00";;vínculo em branco;01.200.0000
416;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.017-Suporte ao Aluno ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"32890542,00";;vínculo em branco;01.200.0000
417;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.017-Suporte ao Aluno ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"35361465,00";;vínculo em branco;01.200.0000
418;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.017-Suporte ao Aluno ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"84910803,00";;vínculo em branco;01.200.0000
419;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.017-Suporte ao Aluno ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"5999457,00";;vínculo em branco;01.200.0000
420;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.017-Suporte ao Aluno ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"12583500,00";;vínculo em branco;01.200.0000
421;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.017-Suporte ao Aluno ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"4967518,00";;vínculo em branco;01.200.0000
422;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.017-Suporte ao Aluno ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"0,00";;vínculo em branco;01.200.0000
423;08 - SECRETARIA DE EDUCAÇÃO;001-GABINETE DA SECRETARIA DA EDUCAÇÃO;0016-Escola para Todos​;2.017-Suporte ao Aluno ;3.3.90.30.00-MATERIAL DE CONSUMO;GÊNEROS DE ALIMENTAÇÃO;"0,00";;vínculo em branco;01.200.0000
