UG;secretaria;unidade;funcao;subfuncao;programa;acao;natureza;Programática_LOA;secretaria;unidade;funcao;subfuncao;programa;acao;natureza;desc_sub;processo; valor ;Peça Orçamentária;Vínculo;Tipo de despesa;INICIADO;OBS.
11;11;001;15;452;0011;2.038;3.3.90.39.00;11.001.15.452.0011.2.038.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;15-URBANISMO;452-SERVIÇOS URBANOS;0011 - Zeladoria Urbana e Cuidados com a Cidade;2.038 - Iluminação Pública;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;SERVIÇOS DE ENERGIA ELÉTRICA;232/2025-CONTAS DE CONSUMO;12000000;LOA;01.100.0000;2. Atividade;;
11;11;001;15;452;0011;2.038;3.3.90.39.00;11.001.15.452.0011.2.038.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;15-URBANISMO;452-SERVIÇOS URBANOS;0011 - Zeladoria Urbana e Cuidados com a Cidade;2.038 - Iluminação Pública;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3017039/2026-CIP;1000000;LOA;01.100.0000;2. Atividade;;
11;11;001;15;452;0011;2.038;3.3.90.39.00;11.001.15.452.0011.2.038.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;15-URBANISMO;452-SERVIÇOS URBANOS;0011 - Zeladoria Urbana e Cuidados com a Cidade;2.038 - Iluminação Pública;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;899/2025-LOCAÇÃO DE VEICULOS ATA DE REGITRO DE PREÇOS (CONTRATO);320540;LOA;01.100.0002;2. Atividade;;
11;11;001;15;452;0013;2.034;3.3.90.39.00;11.001.15.452.0013.2.034.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;15-URBANISMO;452-SERVIÇOS URBANOS;0013 - Mobilidade Urbana e Infraestrutura Viária;2.034 - Manutenção da Infraestrutura Viária;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;CONCRETO USINADO;220000;LOA;01.130.0000;2. Atividade;;
11;11;001;15;452;0013;2.034;3.3.90.39.00;11.001.15.452.0013.2.034.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;15-URBANISMO;452-SERVIÇOS URBANOS;0013 - Mobilidade Urbana e Infraestrutura Viária;2.034 - Manutenção da Infraestrutura Viária;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1510/2026-TAPA BURACO;14986317.72;LOA;01.110.0000;2. Atividade;;
11;11;001;15;451;0011;2.011;4.4.90.51.00;11.001.15.451.0011.2.011.4.4.90.51.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;15-URBANISMO;451-INFRA-ESTRUTURA URBANA;0011 - Zeladoria Urbana e Cuidados com a Cidade;2.011 - Manutenção de Equipamentos Públicos;4.4.90.51.00 - OBRAS E INSTALAÇÕES;OBRAS EM ANDAMENTO;7603/2022- MAURO LINDENBERG;3000000;LOA;01.110.0000;2. Atividade;;"ADITAMENTO - CT N° 077/2024 - FREMIX P.A 7603/2022 - TOTAL DA OBRA r$ 10.002.904,87"
11;11;001;15;451;0011;2.011;4.4.90.51.00;11.001.15.451.0011.2.011.4.4.90.51.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;15-URBANISMO;451-INFRA-ESTRUTURA URBANA;0011 - Zeladoria Urbana e Cuidados com a Cidade;2.011 - Manutenção de Equipamentos Públicos;4.4.90.51.00 - OBRAS E INSTALAÇÕES;OBRAS EM ANDAMENTO;2269/2022-RECAPE TRECHO 3;187659.84;LOA;01.110.0000;2. Atividade;;
11;11;001;15;451;0011;2.011;4.4.90.51.00;11.001.15.451.0011.2.011.4.4.90.51.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;15-URBANISMO;451-INFRA-ESTRUTURA URBANA;0011 - Zeladoria Urbana e Cuidados com a Cidade;2.011 - Manutenção de Equipamentos Públicos;4.4.90.51.00 - OBRAS E INSTALAÇÕES;OBRAS EM ANDAMENTO;13011/20213-SANTA RITA;183662.89;LOA;01.110.0000;2. Atividade;;
11;11;001;17;452;0007;2.039;3.3.90.39.00;11.001.17.452.0007.2.039.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;17-SANEAMENTO;452-SERVIÇOS URBANOS;"0007 - Meio Ambiente, Sustentabilidade e Bem-Estar Animal";2.039 - Limpeza Urbana e Gestão de Resíduos Sólidos;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;LIMPEZA E CONSERVAÇÃO;28282/2006-LIXO;196411805.2;LOA;03.100.0401;2. Atividade;;
11;11;001;18;544;0005;2.035;3.3.90.39.00;11.001.18.544.0005.2.035.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;18-GESTÃO AMBIENTAL;544-RECURSOS HÍDRICOS;0005 - Resiliência Urbana;2.035 - Manutenção e Serviços de Drenagem Urbana;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;MANUTENÇÃO E CONSERVAÇÃO DE BENS MÓVEIS DE OUTRAS NATUREZAS;1808/2024- ATA MASSA ASFALTICA;9000000;LOA;01.140.0000;2. Atividade;;
11;11;001;18;543;0007;2.037;3.3.90.39.00;11.001.18.543.0007.2.037.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;18-GESTÃO AMBIENTAL;543-RECUPERAÇÃO DE ÁREAS DEGRADADAS;"0007 - Meio Ambiente, Sustentabilidade e Bem-Estar Animal";2.037 - Ampliação e Manutenção de Áreas Verdes;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;LIMPEZA E CONSERVAÇÃO;1114/2024-AREAS VERDES (CONTRATO CONTINUO);65122896.61;LOA;01.110.0000;2. Atividade;;
11;11;001;18;452;0007;1.003;3.3.90.39.00;11.001.18.452.0007.1.003.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;18-GESTÃO AMBIENTAL;452-SERVIÇOS URBANOS;"0007 - Meio Ambiente, Sustentabilidade e Bem-Estar Animal";1.003 - Implantação de Novas Unidades;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1915/2025-ECOPONTO ROCHIDALE;5048386.2;LOA;01.110.0000;1. Projeto;NÃO;SO EM FASE DE ELABORAÇÃO DE PROJETO
11;11;001;18;544;0005;2.035;3.3.90.39.00;11.001.18.544.0005.2.035.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;18-GESTÃO AMBIENTAL;544-RECURSOS HÍDRICOS;0005 - Resiliência Urbana;2.035 - Manutenção e Serviços de Drenagem Urbana;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;2486/2021-GALERIAS-  (CONTRATO CONTINUO);31777017.54;LOA;01.110.0000;2. Atividade;;
11;11;001;04;122;0011;2.011;3.3.90.30.00;11.001.04.122.0011.2.011.3.3.90.30.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;122-ADMINISTRAÇÃO GERAL;0011 - Zeladoria Urbana e Cuidados com a Cidade;2.011 - Manutenção de Equipamentos Públicos;3.3.90.30.00 - MATERIAL DE CONSUMO;;—;0;LOA;90.30;2. Atividade;;
11;11;001;04;122;0011;2.011;3.3.90.39.00;11.001.04.122.0011.2.011.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;122-ADMINISTRAÇÃO GERAL;0011 - Zeladoria Urbana e Cuidados com a Cidade;2.011 - Manutenção de Equipamentos Públicos;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;—;0;LOA;90.39;2. Atividade;;
11;11;001;04;131;0002;2.005;3.3.90.30.00;11.001.04.131.0002.2.005.3.3.90.30.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;131-COMUNICAÇÃO SOCIAL;"0002 - Governo Inteligente, Aberto e Inovador";"2.005 - Promoção de Eventos, Comunicação e Participação Social";3.3.90.30.00 - MATERIAL DE CONSUMO;;—;0;LOA;90.30;2. Atividade;;
11;11;001;04;131;0002;2.005;3.3.90.39.00;11.001.04.131.0002.2.005.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;131-COMUNICAÇÃO SOCIAL;"0002 - Governo Inteligente, Aberto e Inovador";"2.005 - Promoção de Eventos, Comunicação e Participação Social";3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;—;0;LOA;90.39;2. Atividade;;
11;11;001;15;452;0011;2.038;3.3.90.30.00;11.001.15.452.0011.2.038.3.3.90.30.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;15-URBANISMO;452-SERVIÇOS URBNOS;0011 - Zeladoria Urbana e Cuidados com a Cidade;2.038 - Iluminação Pública;3.3.90.30.00 - MATERIAL DE CONSUMO;;—;0;LOA;90.30;2. Atividade;;
11;11;001;15;452;0011;2.038;3.3.90.39.00;11.001.15.452.0011.2.038.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;15-URBANISMO;452-SERVIÇOS URBNOS;0011 - Zeladoria Urbana e Cuidados com a Cidade;2.038 - Iluminação Pública;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;CONTAS DE CONSUMO;5427/2020-ILUMINAÇÃO;1000000;LOA;01.100.0002;2. Atividade;;TAXA ADMINISTRATIVA
11;11;001;15;452;0013;2.034;3.3.90.39.00;11.001.15.452.0013.2.034.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;15-URBANISMO;452-SERVIÇOS URBNOS;0013 - Mobilidade Urbana e Infraestrutura Viária;2.034 - Manutenção da Infraestrutura Viária;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;—;0;LOA;90.39;2. Atividade;;
11;11;001;15;452;0013;2.034;4.4.90.52.00;11.001.15.452.0013.2.034.4.4.90.52.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;15-URBANISMO;452-SERVIÇOS URBNOS;0013 - Mobilidade Urbana e Infraestrutura Viária;2.034 - Manutenção da Infraestrutura Viária;4.4.90.52.00 - EQUIPAMENTOS E MATERIAL PERMANENTE;;—;0;LOA;90.52;2. Atividade;;
11;11;001;17;452;0007;2.039;3.3.90.30.00;11.001.17.452.0007.2.039.3.3.90.30.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;17-SANEAMENTO;452-SERVIÇOS URBNOS;"0007 - Meio Ambiente, Sustentabilidade e Bem-Estar Animal";2.039 - Limpeza Urbana e Gestão de Resíduos Sólidos;3.3.90.30.00 - MATERIAL DE CONSUMO;;—;0;LOA;90.30;2. Atividade;;
11;11;001;17;452;0007;2.039;4.4.90.51.00;11.001.17.452.0007.2.039.4.4.90.51.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;17-SANEAMENTO;452-SERVIÇOS URBNOS;"0007 - Meio Ambiente, Sustentabilidade e Bem-Estar Animal";2.039 - Limpeza Urbana e Gestão de Resíduos Sólidos;4.4.90.51.00 - OBRAS E INSTALAÇÕES;;—;0;LOA;90.51;2. Atividade;;
11;11;001;17;452;0007;2.039;4.4.90.52.00;11.001.17.452.0007.2.039.4.4.90.52.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;17-SANEAMENTO;452-SERVIÇOS URBNOS;"0007 - Meio Ambiente, Sustentabilidade e Bem-Estar Animal";2.039 - Limpeza Urbana e Gestão de Resíduos Sólidos;4.4.90.52.00 - EQUIPAMENTOS E MATERIAL PERMANENTE;;—;0;LOA;90.52;2. Atividade;;
11;11;001;18;543;0007;2.037;3.3.50.39.00;11.001.18.543.0007.2.037.3.3.50.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;18-GESTÃO AMBIENTAL;543-RECUPERAÇÃO DE ÁREAS DEGRADADAS;"0007 - Meio Ambiente, Sustentabilidade e Bem-Estar Animal";2.037 - Ampliação e Manutenção de Áreas Verdes;3.3.50.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;—;0;LOA;50.39;2. Atividade;;
11;11;001;18;543;0007;2.037;3.3.90.39.00;11.001.18.543.0007.2.037.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;18-GESTÃO AMBIENTAL;543-RECUPERAÇÃO DE ÁREAS DEGRADADAS;"0007 - Meio Ambiente, Sustentabilidade e Bem-Estar Animal";2.037 - Ampliação e Manutenção de Áreas Verdes;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;—;0;LOA;90.39;2. Atividade;;
11;11;001;04;121;0004;1.001;3.3.90.39.00;11.001.04.121.0004.1.001.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;121-PLANEJAMENTO E ORÇAMENTO;0004 - Planejamento e Gestão de Políticas Públicas;"1.001 - Estudos, Pesquisas, Planos e Projetos";3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;2461/2025 - ARP;1000000;LOA;01.110.0000;1. Projeto;NÃO;"ATA DE PROJETOS, EM FASE DE ELABORAÇÃO"
11;11;001;04;121;0004;1.001;3.3.90.40.00;11.001.04.121.0004.1.001.3.3.90.40.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;121-PLANEJAMENTO E ORÇAMENTO;0004 - Planejamento e Gestão de Políticas Públicas;"1.001 - Estudos, Pesquisas, Planos e Projetos";3.3.90.40.00 - SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;;—;0;LOA;90.40;1. Projeto;;
11;11;001;04;122;0001;2.001;3.1.90.11.00;11.001.04.122.0001.2.001.3.1.90.11.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;122-ADMINISTRAÇÃO GERAL;0001 - Administração e Coordenação Geral;"2.001 - Remuneração, Benefícios e Encargos";3.1.90.11.00 - VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;;—;0;LOA;90.11;FOLHA;;
11;11;001;04;122;0001;2.001;3.1.90.13.00;11.001.04.122.0001.2.001.3.1.90.13.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;122-ADMINISTRAÇÃO GERAL;0001 - Administração e Coordenação Geral;"2.001 - Remuneração, Benefícios e Encargos";3.1.90.13.00 - OBRIGAÇÕES PATRONAIS;;—;0;LOA;90.13;FOLHA;;
11;11;001;04;122;0001;2.001;3.1.91.13.00;11.001.04.122.0001.2.001.3.1.91.13.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;122-ADMINISTRAÇÃO GERAL;0001 - Administração e Coordenação Geral;"2.001 - Remuneração, Benefícios e Encargos";3.1.91.13.00 - OBRIGAÇÕES PATRONAIS - INTRA OFSS;;—;0;LOA;91.13;FOLHA;;
11;11;001;04;122;0001;2.001;3.3.90.46.00;11.001.04.122.0001.2.001.3.3.90.46.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;122-ADMINISTRAÇÃO GERAL;0001 - Administração e Coordenação Geral;"2.001 - Remuneração, Benefícios e Encargos";3.3.90.46.00 - AUXÍLIO ALIMENTAÇÃO;;—;0;LOA;90.46;VALE ALIMENTAÇÃO;;
11;11;001;04;122;0001;2.001;3.3.90.49.00;11.001.04.122.0001.2.001.3.3.90.49.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;122-ADMINISTRAÇÃO GERAL;0001 - Administração e Coordenação Geral;"2.001 - Remuneração, Benefícios e Encargos";3.3.90.49.00 - AUXÍLIO TRANSPORTE;;—;0;LOA;90.49;FOLHA;;
11;11;001;04;122;0011;1.002;3.3.90.39.00;11.001.04.122.0011.1.002.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;122-ADMINISTRAÇÃO GERAL;0011 - Zeladoria Urbana e Cuidados com a Cidade;1.002 - Reforma e Ampliação de Unidades;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;—;0;LOA;90.39;1. Projeto;;
11;11;001;04;122;0011;1.003;4.4.90.51.00;11.001.04.122.0011.1.003.4.4.90.51.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;122-ADMINISTRAÇÃO GERAL;0011 - Zeladoria Urbana e Cuidados com a Cidade;1.003 - Implantação de Novas Unidades;4.4.90.51.00 - OBRAS E INSTALAÇÕES;;—;0;LOA;90.51;1. Projeto;;
11;11;001;15;451;0011;1.005;3.3.90.39.00;11.001.15.451.0011.1.005.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;15-URBANISMO;451-INFRA-ESTRUTURA URBANA;0011 - Zeladoria Urbana e Cuidados com a Cidade;1.005 - Desenvolvimento da Infraestrutura Urbana;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;—;0;LOA;90.39;1. Projeto;;
11;11;001;15;451;0013;1.005;4.4.90.51.00;11.001.15.451.0013.1.005.4.4.90.51.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;15-URBANISMO;451-INFRA-ESTRUTURA URBANA;0013 - Mobilidade Urbana e Infraestrutura Viária;1.005 - Desenvolvimento da Infraestrutura Urbana;4.4.90.51.00 - OBRAS E INSTALAÇÕES;;—;0;LOA;90.51;1. Projeto;;
11;11;001;18;452;0007;1.003;3.3.90.39.00;11.001.18.452.0007.1.003.3.3.90.39.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;18-GESTÃO AMBIENTAL;452-SERVIÇOS URBNOS;"0007 - Meio Ambiente, Sustentabilidade e Bem-Estar Animal";1.003 - Implantação de Novas Unidades;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;—;0;LOA;90.39;1. Projeto;;
11;11;001;18;544;0005;1.007;4.4.90.51.00;11.001.18.544.0005.1.007.4.4.90.51.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;18-GESTÃO AMBIENTAL;544-RECURSOS HÍDRICOS;0005 - Resiliência Urbana;1.007 - Drenagem Urbana;4.4.90.51.00 - OBRAS E INSTALAÇÕES;;—;0;LOA;90.51;1. Projeto;;
11;11;001;18;544;0005;1.008;4.4.90.51.00;11.001.18.544.0005.1.008.4.4.90.51.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;18-GESTÃO AMBIENTAL;544-RECURSOS HÍDRICOS;0005 - Resiliência Urbana;1.008 - Microdrenagem Urbana;4.4.90.51.00 - OBRAS E INSTALAÇÕES;;—;0;LOA;90.51;1. Projeto;;
11;11;001;04;122;0001;1.001;3.3.90.30.00;11.001.04.122.0001.1.001.3.3.90.30.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;122-ADMINISTRAÇÃO GERAL;0001 - Administração e Coordenação Geral;"1.001 - Estudos, Pesquisas, Planos e Projetos";3.3.90.30.00 - MATERIAL DE CONSUMO;;—;0;LOA;90.30;1. Projeto;;
11;11;001;04;122;0001;1.002;3.3.90.30.00;11.001.04.122.0001.1.002.3.3.90.30.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-CHEFIA DE GABINETE;4-ADMINISTRAÇÃO;122-ADMINISTRAÇÃO GERAL;0001 - Administração e Coordenação Geral;1.002 - Reforma e Ampliação de Unidades;3.3.90.30.00 - MATERIAL DE CONSUMO;;—;0;LOA;90.30;1. Projeto;;
11;11;001;04;122;0001;2.001;3.1.90.11.00;11.001.04.122.0001.2.001.3.1.90.11.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001- GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;4-ADMINISTRAÇÃO;122- Administração Geral;0001 - Administração e Coordenação Geral;"2.001 - Remuneração, Benefícios e Encargos";3.1.90.11.00 - VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;FOLHA DE PAGAMENTO;—;24333616.13;LOA;01.110.0000;FOLHA;;
11;11;001;04;122;0001;2.001;3.1.90.13.00;11.001.04.122.0001.2.001.3.1.90.13.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001- GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;4-ADMINISTRAÇÃO;122- Administração Geral;0001 - Administração e Coordenação Geral;"2.001 - Remuneração, Benefícios e Encargos";3.1.90.13.00 - OBRIGAÇÕES PATRONAIS;FOLHA DE PAGAMENTO;—;1570141.45;LOA;01.110.0000;FOLHA;;
11;11;001;04;122;0001;2.001;3.1.91.13.00;11.001.04.122.0001.2.001.3.1.91.13.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001- GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;4-ADMINISTRAÇÃO;122- Administração Geral;0001 - Administração e Coordenação Geral;"2.001 - Remuneração, Benefícios e Encargos";3.1.91.13.00 - OBRIGAÇÕES PATRONAIS - INTRA OFSS;FOLHA DE PAGAMENTO;—;2698309.94;LOA;01.110.0000;FOLHA;;
11;11;001;04;122;0001;2.001;3.3.90.49.00;11.001.04.122.0001.2.001.3.3.90.49.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001- GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;4-ADMINISTRAÇÃO;122- Administração Geral;0001 - Administração e Coordenação Geral;"2.001 - Remuneração, Benefícios e Encargos";3.3.90.49.00 - AUXÍLIO TRANSPORTE;FOLHA DE PAGAMENTO;—;485848.39;LOA;01.110.0000;FOLHA;;
11;11;001;04;122;0011;2.011;3.3.90.40;11.001.04.122.0011.2.011.3.3.90.40.00;11 - SECRETARIA DE SERVIÇOS E OBRAS;001- GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;4-ADMINISTRAÇÃO;122- Administração Geral;0001 - Administração e Coordenação Geral;2.011 - Manutenção de Equipamentos Públicos;3.3.90.40.00 - SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;;—;4690;LOA;01.110.0000;2. Atividade;SIM;LICENÇAS PARA LEVANTAMENTO DE TOPOGRAFIA 12 MESES
11;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;;;0013 - Mobilidade Urbana e Infraestrutura Viária;1.006 - Desenvolvimento da Infraestrutura Viária;4.4.90.51.00 - OBRAS E INSTALAÇÕES;1.006 - Desenvolvimento da Infraestrutura Viária|4.4.90.51|OBRAS EM ANDAMENTO;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;;;0013 - Mobilidade Urbana e Infraestrutura Viária;1.006 - Desenvolvimento da Infraestrutura Viária;4.4.90.51.00 - OBRAS E INSTALAÇÕES;OBRAS EM ANDAMENTO;2757 - Era técnica;15473225.24;LOA;01;1. Projeto;SIM;
11;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;;;0013 - Mobilidade Urbana e Infraestrutura Viária;1.006 - Desenvolvimento da Infraestrutura Viária;4.4.90.51.00 - OBRAS E INSTALAÇÕES;1.006 - Desenvolvimento da Infraestrutura Viária|4.4.90.51|OBRAS EM ANDAMENTO;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;;;0013 - Mobilidade Urbana e Infraestrutura Viária;1.006 - Desenvolvimento da Infraestrutura Viária;4.4.90.51.00 - OBRAS E INSTALAÇÕES;OBRAS EM ANDAMENTO;2757/2025 - SOEBE;4500000;LOA;01;1. Projeto;SIM;
11;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;;;0013 - Mobilidade Urbana e Infraestrutura Viária;1.006 - Desenvolvimento da Infraestrutura Viária;4.4.90.51.00 - OBRAS E INSTALAÇÕES;1.006 - Desenvolvimento da Infraestrutura Viária|4.4.90.51|OBRAS E INSTALAÇÕES;11 - SECRETARIA DE SERVIÇOS E OBRAS;001-GABINETE DA SECRETARIA DE SERVIÇOS E OBRAS;;;0013 - Mobilidade Urbana e Infraestrutura Viária;1.006 - Desenvolvimento da Infraestrutura Viária;4.4.90.51.00 - OBRAS E INSTALAÇÕES;OBRAS E INSTALAÇÕES;1525/2026 - RECAPE;239541.46;LOA;01.110.0000;1. Projeto;SIM;
