PROGRAMÁTICA,VALOR FINAL ARREDONDADO
14.007.08.245.0018.2.015.3.3.90.30.01.110.0000,"15.000,00 "
14.007.08.245.0018.2.015.3.3.90.30.01.110.0000,"10.000,00 "
14.007.08.245.0018.2.015.3.3.90.39.01.110.0000,"0,00 "
14.007.08.245.0018.2.015.3.3.90.39.02.500.1402,"1,00 "
14.007.08.245.0018.2.015.3.3.90.39.05.500.0001,"0,00 "
14.007.08.245.0018.2.015.3.3.90.93.01.110.0000,"0,00 "
14.007.08.245.0018.2.015.3.3.90.93.01.110.0000,"5.000,00 "
14.007.08.245.0018.2.015.4.4.50.52.01.110.0000,"0,00 "
14.007.08.245.0018.2.015.4.4.90.52.01.110.0000,"1,00 "
14.007.08.245.0018.2.015.4.4.90.52.03.500.1402,"49.999,00 "
14.007.08.245.0018.2.015.4.4.90.52.01.110.0000,"0,00 "
14.007.08.245.0018.2.015.4.4.90.52.01.110.0000,"10.000,00 "
14.008.08.245.0018.1.002.3.3.90.30.01.110.0000,"1,00 "
14.008.08.245.0018.1.002.3.3.90.39.01.110.0000,"0,00 "
14.008.08.245.0018.1.003.3.3.90.30.01.110.0000,"0,00 "
14.008.08.245.0018.1.003.3.3.90.39.01.110.0000,"0,00 "
14.008.08.245.0018.1.003.3.3.90.39.01.110.0000,"0,00 "
14.008.08.245.0018.1.003.4.4.90.51.01.110.0000,"0,00 "
14.008.08.245.0018.1.003.4.4.90.51.01.110.0000,"0,00 "
14.008.08.245.0018.1.003.4.4.90.51.01.110.0000,"0,00 "
14.008.08.245.0018.1.003.4.4.90.52.01.110.0000,"0,00 "
14.008.08.245.0018.1.003.4.4.90.52.01.110.0000,"0,00 "
14.008.08.245.0018.1.003.4.4.90.52.01.110.0000,"0,00 "
14.008.08.245.0018.1.003.4.4.90.52.01.110.0000,"0,00 "
14.008.08.245.0018.2.005.3.3.90.39.01.110.0000,"1,00 "
14.008.08.245.0018.2.016.3.3.50.39.01.110.0000,"0,00 "
14.008.08.245.0018.2.016.3.3.90.30.01.110.0000,"1,00 "
14.008.08.245.0018.2.016.3.3.90.30.02.500.1402,"149.999,00 "
14.008.08.245.0018.2.016.3.3.90.30.01.110.0000,"270.000,00 "
14.008.08.245.0018.2.016.3.3.90.30.01.110.0000,"30.000,00 "
14.008.08.245.0018.2.016.3.3.90.30.01.110.0000,"10.000,00 "
14.008.08.245.0018.2.016.3.3.90.48.03.500.1402,"99.999,00 "
14.008.08.245.0018.2.016.3.3.90.48.01.110.0000,"1,00 "
14.008.08.245.0018.2.016.3.3.90.93.01.110.0000,"10.000,00 "
14.008.08.245.0018.2.016.4.4.50.52.01.110.0000,"0,00 "
14.008.08.245.0018.2.016.4.4.90.52.01.110.0000,"23.588,00 "
14.008.08.245.0018.2.016.4.4.90.52.02.500.1402,"176.412,00 "
14.008.08.245.0018.2.016.4.4.90.52.01.110.0000,"0,00 "
14.008.08.245.0018.2.016.4.4.90.52.01.110.0000,"50.000,00 "
15.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
15.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
15.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"0,00 "
15.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"0,00 "
15.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
15.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"5.000.000,00 "
15.001.13.391.0009.2.029.3.3.50.43.01.110.0000,"1,00 "
15.001.13.391.0009.2.029.3.3.90.39.01.110.0000,"174.682,00 "
15.001.13.391.0009.2.029.3.3.90.39.01.110.0000,"1,00 "
15.001.13.392.0009.1.002.3.3.90.39.01.110.0000,"1,00 "
15.001.13.392.0009.1.002.3.3.90.39.01.110.0000,"0,00 "
15.001.13.392.0009.1.002.3.3.90.39.01.110.0000,"0,00 "
15.001.13.392.0009.1.002.3.3.90.39.01.110.0000,"0,00 "
15.001.13.392.0009.1.002.3.3.90.39.01.110.0000,"0,00 "
15.001.13.392.0009.1.002.4.4.90.52.01.110.0000,"0,00 "
15.001.13.392.0009.1.002.4.4.90.52.01.110.0000,"0,00 "
15.001.13.392.0009.2.011.3.3.90.30.01.110.0000,"30.000,00 "
15.001.13.392.0009.2.011.3.3.90.30.01.110.0000,"15.000,00 "
15.001.13.392.0009.2.011.3.3.90.30.01.110.0000,"0,00 "
15.001.13.392.0009.2.011.3.3.90.39.01.110.0000,"48.000,00 "
15.001.13.392.0009.2.023.3.3.50.39.01.110.0000,"1,00 "
15.001.13.392.0009.2.023.3.3.50.39.01.110.0000,"1,00 "
15.001.13.392.0009.2.023.3.3.50.39.01.110.0000,"0,00 "
15.001.13.392.0009.2.023.3.3.50.39.01.110.0000,"0,00 "
15.001.13.392.0009.2.023.4.4.50.51.01.110.0000,"1,00 "
15.001.13.392.0009.2.023.4.4.50.51.01.110.0000,"1,00 "
15.001.13.392.0009.2.023.4.4.50.51.01.110.0000,"0,00 "
15.001.13.392.0009.2.023.4.4.50.51.01.110.0000,"0,00 "
15.001.13.392.0009.2.023.4.4.50.52.01.110.0000,"1,00 "
15.001.13.392.0009.2.023.4.4.50.52.01.110.0000,"1,00 "
15.001.13.392.0009.2.023.4.4.50.52.01.110.0000,"0,00 "
15.001.13.392.0009.2.023.4.4.50.52.01.110.0000,"0,00 "
15.001.13.392.0009.2.028.3.3.90.36.01.110.0000,"8.001,00 "
15.001.13.392.0009.2.028.3.3.90.39.01.110.0000,"224.000,00 "
15.001.13.392.0009.2.028.3.3.90.39.01.110.0000,"0,00 "
15.002.13.392.0009.2.028.3.3.90.36.03.100.1501,"215.999,00 "
15.002.13.392.0009.2.028.3.3.90.39.03.100.1501,"1,00 "
16.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
16.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
16.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
16.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
16.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
16.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"9.800,00 "
16.001.07.695.0008.1.004.3.3.90.39.01.110.0000,"0,00 "
16.001.23.334.0008.2.011.3.3.90.30.01.110.0000,"10.000,00 "
16.001.23.334.0008.2.011.3.3.90.30.01.110.0000,"10.000,00 "
16.001.23.334.0008.2.011.3.3.90.31.01.110.0000,"100.000,00 "
16.001.23.334.0008.2.011.3.3.90.39.01.110.0000,"0,00 "
16.001.23.334.0008.2.011.3.3.90.39.01.110.0000,"5.380,00 "
16.001.23.334.0008.2.011.4.4.90.52.01.110.0000,"0,00 "
16.001.23.692.0008.1.003.4.4.90.52.01.110.0000,"1,00 "
17.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
17.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
17.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
17.001.18.422.0007.2.021.3.3.90.30.01.110.0000,"1,00 "
17.001.18.422.0007.2.021.3.3.90.30.03.100.1702,"4.999,00 "
17.001.18.422.0007.2.021.3.3.90.39.01.110.0000,"1,00 "
17.001.18.422.0007.2.021.3.3.90.39.03.100.1702,"24.999,00 "
17.001.18.422.0007.2.021.3.3.90.39.01.110.0000,"1,00 "
17.001.18.541.0007.1.002.3.3.90.39.01.110.0000,"0,00 "
17.001.18.541.0007.1.002.3.3.90.39.01.110.0000,"0,00 "
17.001.18.541.0007.1.002.3.3.90.39.01.110.0000,"0,00 "
17.001.18.541.0007.1.002.3.3.90.39.01.110.0000,"1,00 "
17.001.18.541.0007.1.003.4.4.90.51.01.110.0000,"0,00 "
17.001.18.541.0007.1.003.4.4.90.51.01.110.0000,"0,00 "
17.001.18.541.0007.1.003.4.4.90.51.01.110.0000,"0,00 "
17.001.18.541.0007.1.003.4.4.90.51.01.110.0000,"0,00 "
17.001.18.541.0007.1.003.4.4.90.51.01.110.0000,"0,00 "
17.001.18.541.0007.1.003.4.4.90.51.01.110.0000,"0,00 "
17.001.18.541.0007.1.003.4.4.90.51.01.110.0000,"0,00 "
17.001.18.541.0007.1.003.4.4.90.51.01.110.0000,"0,00 "
17.001.18.541.0007.2.011.3.3.50.85.01.110.0000,"7.750.166,00 "
17.001.18.541.0007.2.011.3.3.90.30.01.110.0000,"250.000,00 "
17.001.18.541.0007.2.011.3.3.90.30.01.110.0000,"15.000,00 "
17.001.18.541.0007.2.011.3.3.90.39.01.110.0000,"3.734.148,00 "
17.001.18.541.0007.2.011.3.3.90.39.01.110.0000,"700.840,00 "
17.001.18.541.0007.2.011.3.3.90.39.03.100.1701,"11.999,00 "
17.001.18.541.0007.2.011.3.3.90.39.01.110.0000,"436.176,00 "
17.001.18.541.0007.2.011.3.3.90.93.01.110.0000,"60.000,00 "
17.001.18.542.0005.1.003.4.4.90.51.01.110.0000,"0,00 "
17.001.18.542.0005.1.003.4.4.90.51.01.110.0000,"0,00 "
17.001.18.542.0005.1.003.4.4.90.51.01.110.0000,"0,00 "
17.001.18.542.0005.1.003.4.4.90.51.01.110.0000,"0,00 "
17.003.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
17.003.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
17.003.04.121.0004.1.001.3.3.90.35.03.100.1702,"0,00 "
17.003.04.121.0004.1.001.3.3.90.35.03.100.1702,"1,00 "
17.003.18.422.0007.2.021.3.3.90.35.03.100.1701,"1,00 "
18.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"565.000,00 "
18.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"50.000,00 "
18.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"380.000,00 "
18.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"42.000,00 "
18.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"670.001,00 "
18.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"340.000,00 "
18.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"110.000,00 "
18.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"640.001,00 "
18.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"2.000.000,00 "
18.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"120.000,00 "
18.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"680.000,00 "
18.001.04.122.0001.2.011.3.3.90.93.01.110.0000,"1.500.000,00 "
18.001.04.123.0021.0.001.3.2.90.21.01.110.0000,"118.672.000,00 "
18.001.04.123.0021.0.001.3.2.90.22.01.110.0000,"1.000.000,00 "
18.001.04.123.0021.0.001.3.2.91.21.01.110.0000,"4.794.000,00 "
18.001.04.123.0021.0.001.4.6.90.71.01.110.0000,"137.690.000,00 "
18.001.04.123.0021.0.001.4.6.91.71.01.110.0000,"715.000,00 "
18.001.04.123.0021.0.002.3.3.90.47.01.110.0000,"55.021.000,00 "
18.001.04.123.0021.0.003.3.1.90.91.01.110.0000,"5.000.000,00 "
18.001.04.123.0021.0.003.3.3.90.91.01.110.0000,"3.000.000,00 "
18.001.04.123.0021.0.003.4.6.90.91.01.110.0000,"52.602.000,00 "
18.001.04.453.0013.2.010.3.3.90.93.01.110.0000,"46.630.000,00 "
18.002.04.122.0001.1.002.3.3.90.39.01.110.0000,"1,00 "
18.002.04.122.0001.2.001.3.3.91.39.01.110.0000,"554.302,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"162.600,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"122.547,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"80.432,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"79.200,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"357.840,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"61.200,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"60.396,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"172.800,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"107.880,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"108.000,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"80.400,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"89.760,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"117.600,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"117.600,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"261.540,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"90.000,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"104.836,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"90.600,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"268.981,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"360.000,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"180.624,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"240.000,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"73.080,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"82.440,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"324.000,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"324.000,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"222.000,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"55.200,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"140.487,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"129.600,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"60.396,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"1,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"37.200,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"0,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"0,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"59.766,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"0,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"109.332,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"176.400,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"120.960,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"148.800,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"84.000,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"57.324,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"697.200,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"420.000,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"303.336,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"86.400,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"61.906,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"408.507,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"161.280,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"87.240,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"78.000,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"83.784,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"185.220,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"51.684,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"109.332,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"127.000,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"684.000,00 "
18.002.04.122.0001.2.009.3.3.90.36.01.110.0000,"57.960,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"537.660,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"209.160,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"858.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"167.580,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"160.800,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"126.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"1.044.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"150.919,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"337.107,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"234.744,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"600.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"841.680,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"138.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"444.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"120.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"51.684,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"0,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"0,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"0,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"102.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"1.020.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"288.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"1.168.800,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"66.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"780.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"336.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"391.800,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"642.840,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"1.320.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"152.400,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"596.637,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"104.793,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"100.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"56.336,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"697.000,00 "
18.002.04.122.0001.2.009.3.3.90.39.01.110.0000,"135.030,00 "
18.002.04.122.0001.2.011.3.3.90.39.01.110.0000,"1.347.500,00 "
18.002.04.122.0001.2.011.3.3.90.39.01.110.0000,"26.342,00 "
18.002.04.122.0001.2.011.3.3.90.39.01.110.0000,"0,00 "
18.002.04.122.0001.2.011.3.3.91.39.01.110.0000,"4.426.399,00 "
18.002.04.122.0001.2.011.3.3.91.39.01.110.0000,"1.039.136,00 "
18.002.04.126.0002.2.007.3.3.90.39.01.110.0000,"2.914.098,00 "
18.002.04.126.0002.2.007.3.3.90.39.01.110.0000,"7.008.008,00 "
18.002.04.126.0002.2.007.3.3.90.39.01.110.0000,"1.400.000,00 "
18.002.04.128.0001.2.008.3.3.90.39.01.110.0000,"706.120,00 "
18.002.04.128.0001.2.008.3.3.90.39.01.110.0000,"0,00 "
18.002.04.128.0001.2.008.3.3.90.39.01.110.0000,"1.149.337,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"6.355.082,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"4.453.518,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"915.693,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"827.888,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"815.343,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"777.712,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"689.906,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"282.234,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"232.059,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"200.701,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"137.982,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"137.982,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"112.894,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"89.279,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"87.807,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"77.061,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"75.264,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"63.845,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"50.175,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"50.175,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"31.360,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"27.454,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"24.650,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"646.004,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"186.784,00 "
18.002.04.128.0001.2.008.3.3.90.48.01.110.0000,"29.000,00 "
18.003.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
18.003.04.126.0002.2.007.3.3.90.30.01.110.0000,"200.000,00 "
18.003.04.126.0002.2.007.3.3.90.39.01.110.0000,"300.000,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"1.409.103,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"6.567.082,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"3.587.019,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"839.760,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"2.970.000,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"8.626.650,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"3.295.200,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"576.647,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"8.000.000,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"970.720,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"8.308.276,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"7.524.000,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"1.800.000,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"7.520.188,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"9.750.000,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"5.282.447,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"11.190.000,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"1.200.000,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"1,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"940.000,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"132.000,00 "
18.003.04.126.0002.2.007.3.3.90.40.01.110.0000,"14.400.000,00 "
18.003.04.126.0002.2.007.4.4.90.40.01.110.0000,"1,00 "
18.003.04.126.0002.2.007.4.4.90.52.01.100.0002,"2.211.174,00 "
18.003.04.126.0002.2.007.4.4.90.52.01.110.0000,"0,00 "
19.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
19.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
19.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
19.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"25.000,00 "
19.001.15.126.0013.2.007.3.3.90.39.01.110.0000,"1.324.984,00 "
19.001.15.126.0013.2.007.3.3.90.39.01.110.0000,"4.625.000,00 "
19.001.15.126.0013.2.007.3.3.90.39.01.110.0000,"3.380.868,00 "
19.001.15.126.0013.2.007.3.3.90.39.01.110.0000,"0,00 "
19.001.15.422.0013.2.021.3.3.90.39.01.110.0000,"1,00 "
19.001.15.422.0013.2.021.3.3.90.39.01.110.0000,"5.000,00 "
19.001.15.422.0013.2.021.3.3.90.39.01.110.0000,"0,00 "
19.001.15.451.0013.1.002.3.3.90.39.01.110.0000,"0,00 "
19.001.15.451.0013.1.002.3.3.90.39.01.110.0000,"1,00 "
19.001.15.451.0013.2.011.3.3.90.30.01.110.0000,"13.848,00 "
19.001.15.451.0013.2.011.3.3.90.30.01.110.0000,"2.596,00 "
19.001.15.451.0013.2.011.3.3.90.30.01.110.0000,"1,00 "
19.001.15.451.0013.2.011.3.3.90.36.01.110.0000,"1,00 "
19.001.15.451.0013.2.011.3.3.90.39.01.110.0000,"742.836,00 "
19.001.15.451.0013.2.011.3.3.90.39.01.110.0000,"47.760,00 "
19.001.15.451.0013.2.011.3.3.90.39.01.110.0000,"0,00 "
19.001.15.451.0013.2.011.4.4.90.52.01.110.0000,"30.000,00 "
19.001.15.451.0013.2.011.4.4.90.52.01.110.0000,"0,00 "
19.001.15.451.0013.2.011.4.4.90.52.01.110.0000,"1,00 "
19.001.15.451.0013.2.034.3.3.90.39.01.110.0000,"21.552.378,00 "
19.001.15.451.0013.2.034.3.3.90.39.03.400.1901,"616.500,00 "
19.001.15.451.0013.2.036.3.3.90.39.01.110.0000,"1.440.000,00 "
19.001.15.453.0013.2.010.3.3.90.39.01.110.0000,"2.418.319,00 "
19.005.15.126.0013.2.007.3.3.90.39.03.400.1901,"1.250.000,00 "
19.005.15.126.0013.2.007.3.3.90.39.03.400.1901,"4.625.000,00 "
19.005.15.126.0013.2.007.3.3.90.39.03.400.1901,"3.908.500,00 "
19.005.15.451.0013.2.011.3.3.90.39.01.110.0000,"160.000,00 "
19.005.15.451.0013.2.034.3.3.90.39.03.400.1901,"7.300.000,00 "
20.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
20.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
20.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
20.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
20.001.06.126.0006.2.007.3.3.90.39.01.100.0002,"16.636.268,00 "
20.001.06.126.0006.2.007.3.3.90.39.01.110.0000,"9.020.356,00 "
20.001.06.181.0006.1.002.3.3.90.39.01.110.0000,"1,00 "
20.001.06.181.0006.1.002.4.4.90.51.01.110.0000,"1,00 "
20.001.06.181.0006.1.003.3.3.90.30.01.110.0000,"0,00 "
20.001.06.181.0006.1.003.4.4.90.51.01.110.0000,"2.774.224,00 "
20.001.06.181.0006.1.003.4.4.90.52.01.110.0000,"0,00 "
20.001.06.181.0006.1.003.4.4.90.52.01.110.0000,"0,00 "
20.001.06.181.0006.2.011.3.3.90.30.01.110.0000,"50.000,00 "
20.001.06.181.0006.2.011.3.3.90.30.01.110.0000,"14.000,00 "
20.001.06.181.0006.2.011.3.3.90.39.01.110.0000,"3.833.255,00 "
20.001.06.181.0006.2.011.3.3.90.39.01.110.0000,"0,00 "
20.001.06.181.0006.2.011.3.3.90.39.01.110.0000,"0,00 "
20.001.06.181.0006.2.011.4.4.90.39.01.110.0000,"0,00 "
